"Matched search term","Campaign name","Ad group name","Branded vs. non-branded search queries","Currency code","Cost","Clicks","Impressions","Conversions","Total conversion value"
"sell your second hand phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4941,1,1,0,0
"ipad pro m1","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.49,1,26,0,0
"optus android phones","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.49,1,1,0,0
"phones on special","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.49,1,6,0,0
"sell iphone online for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.49,1,3,0,0
"z fold 6 brand new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.49,1,2,0,0
"fold phone refurbished","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.4847,1,1,0,0
"flip phones for sale","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.48,1,15,0,0
"iphone 17 256gb sale","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.48,1,49,0,0
"iphone 2 hand","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.48,1,11,0,0
"iphone15","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.48,1,3,0,0
"motorola foldable","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.48,1,5,0,0
"oppo flip","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.48,1,2,0,0
"samsung z fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.48,1,95,0,0
"sell samsung s25","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.48,1,2,0,0
"z flip 7 cheapest","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.48,1,4,0,0
"refurbished phones oppo","CJ - Refurbished Phones","Oppo","non-branded","AUD",0.4731,1,1,0,0
"apple ultra watch refurbished","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.47,1,1,0,0
"foldable phones","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.47,1,24,0,0
"motorola flip","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.47,2,63,0,0
"motorola razr 60 ultra price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.47,1,3,0,0
"s25 plus 512g","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.47,1,1,0,0
"samsung fold phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.47,1,29,0,0
"samsung galaxy a56 refurbished","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.47,1,1,0,0
"trade in tech for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.47,1,1,0,0
"sell my iphone 16 pro max","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4695,1,1,0,0
"17promax","Phonebot (B) Standard Shopping","Apple","non-branded","AUD",0.46,2,14,0,0
"apple mac mini pro m4","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.46,1,1,0,0
"best deal on google pixel 10 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.46,1,1,0,0
"flip mobile phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.46,1,2,0,0
"fold 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.46,1,132,0,0
"galaxy s25 ultra 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.46,1,20,0,0
"iphone17","Standard Shopping - iPhone 17","Iphone 17","non-branded","AUD",0.46,1,9,0,0
"oppo fold n6","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.46,1,10,0,0
"refurbished 13 inch ipad","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.46,1,1,1,407
"mobile phone buyback","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4562,2,1,0,0
"sell google pixel phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4562,1,1,0,0
"best iphone to buy in 2026","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.45,1,1,0,0
"oppo find n6 refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.45,1,5,0,0
"phone with great camera and battery life","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.45,1,1,0,0
"samsung flip 7 refurbished","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.45,1,1,0,0
"refurbished s24","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.4496,1,4,0,0
"sell my devices for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4488,1,1,0,0
"16 pro iphone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.44,2,37,0,0
"best price iphone 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.44,1,40,0,0
"galaxy z flip 7 sales","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.44,1,3,0,0
"iphone 15 flip phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.44,1,2,0,0
"iphone 17 mist","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.44,1,1,0,0
"iphone 17 price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.44,2,114,0,0
"iphone air trade in","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.44,1,2,0,0
"iphone pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.44,2,111,0,0
"moto razr fold","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.44,1,10,0,0
"motorola 70 edge","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.44,1,5,0,0
"phone reseller near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.44,1,1,0,0
"google pixel 8 pro xl refurbished","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.4377,1,1,0,0
"google pixel 10 pro","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.43,1,11,0,0
"google pixel 10 xl pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.43,1,15,0,0
"phonobot","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.43,1,1,0,0
"pixel 10 pro xl price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.43,1,4,0,0
"pixel 10a refurbished","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.4299,1,1,0,0
"used s20 samsung","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.4291,1,1,0,0
"google pixel 10 price 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.42,1,1,0,0
"honor magic v5","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.42,1,2,0,0
"phone shops geelong","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.42,1,1,0,0
"refurbished ipad pro 13 inch","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.42,1,4,0,0
"resell phones","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.42,1,1,0,0
"iphone 17 cheap","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.41,1,28,0,0
"mobile phone sales","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.41,1,1,0,0
"samsung fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.41,2,296,0,0
"samsung z fold 7 refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.41,1,15,0,0
"selling second hand phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.41,1,3,0,0
"sell pixel 10","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.4099,1,3,0,0
"iphone 13 price","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.4,1,1,0,0
"iphone 16 pro refurbished 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.4,1,4,0,0
"iphone 17 256 black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.4,1,12,0,0
"iphone 17 pro max 256g","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.4,1,16,0,0
"motorola razr 60 ultra gsmarena","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.4,1,1,0,0
"oppo n3 fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.4,1,20,0,0
"phone but","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.4,1,1,0,0
"razr 60 ultra","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.4,1,55,0,0
"second hand phone stores","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.4,1,3,0,0
"second hand phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.4,1,8,0,0
"sell second hand mobile","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3954,1,2,0,0
"selling ipad air 2","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3902,1,1,0,0
"apple watch 2nd hand","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.39,1,1,0,0
"flip phones australia","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.39,1,117,0,0
"google pixel 10 pro 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.39,1,19,0,0
"google pixel pro 10 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.39,1,1,0,0
"iphone 17 pro max price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.39,1,64,0,0
"motorola razr 60 reviews","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.39,1,2,0,0
"razr 60","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.39,1,46,0,0
"best mobile phone buyers","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3885,1,1,0,0
"buy iphone 17 new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.38,1,4,0,0
"google fold","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.38,1,4,0,0
"iphone 17 discount","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.38,1,19,0,0
"oppo fold phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.38,1,7,0,0
"phone repairs reservoir","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.38,2,3,1,239
"phonebot melbourne","SS - Excluded Products - >$100","Products >$100","branded","AUD",0.38,3,136,0,0
"iphone 11 to sell","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.37,1,1,0,0
"latest samsung flip","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.37,1,2,0,0
"oppo find x9 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.37,2,43,0,0
"restored apple iphone 16 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.37,1,5,0,0
"apple iphone 17 pro max price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.36,1,5,0,0
"best phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.36,1,4,0,0
"fold 10","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.36,1,1,0,0
"ipad 13 inch wifi cellular","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.36,1,4,0,0
"ipad pro 12.9 inch","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.36,1,6,0,0
"motorola edge 60 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.36,1,29,0,0
"oppo find x series phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.36,1,1,0,0
"samsung galaxy z flip7 5g 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.36,1,4,0,0
"mobile phone sell","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3564,1,2,0,0
"phone shop broadway","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.3554,2,2,0,0
"apple iphone air best price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,4,0,0
"degoogled phone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,2,0,0
"google pixel 10 256gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,2,0,0
"iphone 17 sale australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,18,0,0
"motorola razr 60 ultra plan","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,2,7,0,0
"oneplus open","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,42,0,0
"oppo find n6","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.35,1,147,0,0
"samsung refurbished phones","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.35,1,11,0,0
"used phone australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.35,1,3,0,0
"second hand phones shop near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.3444,2,5,0,0
"android phones with sd card slot","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.34,1,2,0,0
"buy honor magic v5 australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.34,1,1,0,0
"google pixel flip","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.34,1,8,0,0
"iphone 17 box open","SS - All Products >$1000","All Products > $1000","branded","AUD",0.34,1,1,0,0
"razr 50 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.34,1,35,0,0
"referbo","Phonebot (B) Standard Shopping","Samsung","non-branded","AUD",0.34,1,1,0,0
"s26 ultra 512 gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.34,1,4,0,0
"samsung z flip 7 australia","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.34,1,3,0,0
"sell your mobile online","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.34,1,1,0,0
"sell samsung galaxy note 8","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3383,1,3,0,0
"sell old phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3369,1,16,0,0
"sell your mobile","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3355,1,2,0,0
"envirofone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3317,1,2,0,0
"iphone 17 256gb black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,2,93,0,0
"iphone 17 512gb new","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,1,0,0
"iphone air 256","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,42,0,0
"iphone air 512gb sky blue","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,8,0,0
"moto razr 60 ultra australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,10,0,0
"optus motorola razr","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.33,1,2,0,0
"pixel 10 pro xl trade in","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,2,0,0
"samsung flip 7 price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.33,1,13,0,0
"samsung s21 refurbished","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.33,1,1,0,0
"s25","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.3295,1,5,0,0
"selling old iphones for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3278,1,1,0,0
"where can i sell my broken phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3258,1,3,0,0
"sell my iphone 15 pro","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3241,1,1,0,0
"best phones 2026","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.32,1,12,0,0
"buy now pay later phones no deposit","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.32,1,2,0,0
"honor 600","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.32,1,1,0,0
"iphone resale","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.32,1,3,0,0
"mobile phone shops near me","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.32,1,5,0,0
"motorola razr 2025","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.32,1,28,0,0
"motorola razr ultra 2025","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.32,1,37,0,0
"new iphone 16 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.32,1,56,0,0
"sell electronics near me","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.32,2,12,0,0
"iphone 12 sell online","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3181,1,1,0,0
"sell iphone cash converters","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3118,1,1,0,0
"17 pro max 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.31,1,50,0,0
"apple iphone 15 pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.31,1,54,0,0
"iphone 16 centrecom","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.31,1,1,0,0
"motorola signature","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.31,1,36,0,0
"phone to buy","SS - Excluded Products - >$100","Products >$100","branded","AUD",0.31,1,1,0,0
"refurbished mobile phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.31,1,2,0,0
"refurbished pixel 6 australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.31,1,1,0,0
"refurbished samsung phones perth","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.31,1,6,0,0
"samsung galaxy z flip 7 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.31,1,6,0,0
"sell my samsung s25 ultra","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.31,1,3,0,0
"trade in phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.31,1,5,0,0
"sell used phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3041,1,1,0,0
"interesting phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.3,1,2,0,0
"motorola razr ultra 2025 australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.3,1,2,0,0
"nothing phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.3,1,84,0,0
"phonebot coupon code","SS - All Products >$1000","All Products > $1000","branded","AUD",0.3,2,19,1,2174
"refurbished apple watch cellular","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.3,1,1,0,0
"refurbished phones australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.3,1,30,0,0
"sell my iphone instant cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3,1,2,0,0
"sell old mobile phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.3,1,5,0,0
"vivo x flip","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.3,1,1,0,0
"where can i buy refurbished iphones","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.2965,1,3,0,0
"11 pro fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.29,1,1,0,0
"phone store","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",0.29,1,4,0,0
"samsung s23 ultra price in australia","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.29,1,2,0,0
"xiaomi flip phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.29,1,10,0,0
"sell mobile online","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2876,1,4,0,0
"samsung s21 good guys","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.2845,1,1,0,0
"folding phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.28,1,19,0,0
"iphone 16 pro buy","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.28,1,17,0,0
"iphone 17 price australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.28,2,19,0,0
"iphone air 256gb space black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.28,1,13,0,0
"iphone air 512 gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.28,1,21,0,0
"motorola razr 50 ultra","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.28,1,110,0,0
"motorola razr ultra","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.28,1,48,0,0
"phone store near me","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.28,1,3,0,0
"portable desk riser for standing","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.28,1,1,0,0
"samsung s23 for sale","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",0.28,1,6,0,0
"sell my apple watch","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.28,1,5,0,0
"we buy any phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.28,1,2,0,0
"buy used phone","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.2791,1,1,0,0
"places that take broken phones for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2759,1,4,0,0
"sell my honor phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2739,1,1,0,0
"flip 6 samsung","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.27,1,5,0.05,57.01
"iphone 15 pro 1tb black","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.27,1,2,0,0
"iphone 17 256 gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.27,1,7,0,0
"sell my ipad","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.27,1,6,0,0
"smart phone refurbished","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.27,1,1,0,0
"iphones for sale geelong","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.2666,1,1,0,0
"samsung a51 sell","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2642,1,2,0,0
"sell iphone 17e","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2627,1,2,0,0
"17 promax 256","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.26,2,5,0,0
"motorola razr 60","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.26,1,147,0,0
"refurbished mac mini 32gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.26,1,1,0,0
"samsung galaxy z fold 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.26,1,104,0,0
"selling phone online","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.26,1,4,0,0
"s26 ultra sell","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2597,1,1,0,0
"apple store 門市","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.25,1,1,0,0
"huawei honor","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.25,1,1,0,0
"huawei pocket","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.25,1,2,0,0
"i need a phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2484,1,1,0,0
"sell old samsung phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.2435,1,1,0,0
"apple iphone 16 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.24,1,41,0,0
"hot pink flip phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.24,1,2,0,0
"ipad 12.9 6th generation","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.24,1,2,0,0
"iphone 17 in box","SS - All Products >$1000","All Products > $1000","branded","AUD",0.24,1,1,0,0
"iphone 17 pro lowest price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.24,1,3,0,0
"new iphone 16 plus price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.24,1,1,0,0
"pixel pro 9 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.24,1,4,0,0
"sell my iphone 15 pro max","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.24,1,1,0,0
"cheapest smart phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,1,0,0
"flip oppo phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,4,0,0
"flip phone 2026","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,9,0,0
"foldable smartphones","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.23,1,2,0,0
"iphone 17 ozbargain","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.23,2,12,0,0
"iphone 17 second hand","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.23,1,17,0,0
"iphone trade in for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.23,1,3,0,0
"ji bi hi fi","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,1,0,0
"moto razr","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,40,0,0
"motorola edge 70 fusion","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,21,0,0
"motorola razr ultra for sale","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.23,1,2,0,0
"broken phone for cash","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",0.22,1,1,0,0
"cmf phone 2 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,8,0,0
"hmd skyline","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,3,0,0
"i phone 17 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.22,1,75,0,0
"iphone 16 pro 1tb","SS - Excluded Products - >$100","Products >$100","branded","AUD",0.22,1,21,0,0
"iphone for sale near me","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",0.22,1,2,0,0
"motorola phone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,2,78,0,0
"motorola razr cost","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,1,0,0
"motorola razr flip","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,19,0,0
"motorola razr nearby","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,2,0,0
"motorola signature price","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.22,1,5,0,0
"oppo n6 fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.22,1,40,0,0
"refurbished store","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",0.2161,1,1,0,0
"apple iphone 17 256gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.21,1,4,0,0
"apple iphone 17 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.21,1,251,0,0
"ipad pro m2","SS - All Products >$1000","All Products > $1000","non-branded","AUD",0.21,1,25,0,0
"iphone 15 pro max green","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.21,1,2,0,0
"motorola razr 60 ultra dual sim","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.21,1,1,0,0
"oppo x50 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",0.21,1,1,0,0
